STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,POLLUTANT,Pollutants,FLIGHT_TYPE,Flight type,EMISSIONS_SOURCE,Emissions,METHODOLOGY,Methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CLASSIFICATION,Classification,DECIMALS,Decimals
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVN,Slovenia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,116917.770927918,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ESP,Spain,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,9689513.63688219,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SWE,Sweden,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,1930739.61273707,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,BGR,Bulgaria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,201380.893977396,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HRV,Croatia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,152050.499054493,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CYP,Cyprus,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,123988.140874107,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,MLT,Malta,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2014,,246796.92139682,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,AUT,Austria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,2331782.45772997,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CZE,Czechia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,630823.321285711,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DNK,Denmark,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,1357859.66359153,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,EST,Estonia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,88866.6095808097,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FIN,Finland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,2488251.74983176,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FRA,France,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,19212816.8248572,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DEU,Germany,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,26178092.0937927,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,GRC,Greece,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,789068.83715348,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HUN,Hungary,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,1315937.17922227,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,IRL,Ireland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,9815969.09388309,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ITA,Italy,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,4937369.24709841,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LVA,Latvia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,384952.490765343,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LTU,Lithuania,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,74163.2754721793,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LUX,Luxembourg,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,173546.768721066,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,NLD,Netherlands,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,8767293.77479836,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,POL,Poland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,870401.798963616,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,PRT,Portugal,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,3281539.45864073,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVK,Slovak Republic,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,35082.5641994664,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVN,Slovenia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,107849.069345839,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ESP,Spain,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,9108017.48750099,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SWE,Sweden,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,1894457.2265494,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,BGR,Bulgaria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,191733.16593645,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HRV,Croatia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,156341.538017888,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CYP,Cyprus,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,237508.12882034,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,MLT,Malta,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2013,,246770.277658134,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,AUT,Austria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,4190267.68348335,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CZE,Czechia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,696208.89481859,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DNK,Denmark,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,1345132.24501917,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,EST,Estonia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,277022.939279274,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FIN,Finland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,2301798.39245927,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FRA,France,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,15541854.4379683,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DEU,Germany,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,17061834.2249221,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,GRC,Greece,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,1419636.64063278,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HUN,Hungary,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,4036812.43820698,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,IRL,Ireland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,13616633.5898732,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ITA,Italy,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,2639337.53046106,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LVA,Latvia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,710003.498133742,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LTU,Lithuania,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,102571.90317697,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LUX,Luxembourg,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,431259.883961549,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,NLD,Netherlands,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,8255904.34504993,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,POL,Poland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,3771763.36040464,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,PRT,Portugal,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,4287259.26995048,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVK,Slovak Republic,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,69240.582349294,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVN,Slovenia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,16695.065217142,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ESP,Spain,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,11607897.3653518,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SWE,Sweden,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,2220341.47949782,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,BGR,Bulgaria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,204186.844880757,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HRV,Croatia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,206741.095368229,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
