STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,POLLUTANT,Pollutants,FLIGHT_TYPE,Flight type,EMISSIONS_SOURCE,Emissions,METHODOLOGY,Methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CLASSIFICATION,Classification,DECIMALS,Decimals
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CYP,Cyprus,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,61211.3675076761,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,MLT,Malta,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2022,,1740309.76152025,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,AUT,Austria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,2376414.35434566,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CZE,Czechia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,453846.484579187,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DNK,Denmark,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,817344.143470004,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,EST,Estonia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,195361.900213367,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FIN,Finland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,1030558.64143414,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FRA,France,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,10730820.9721289,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DEU,Germany,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,10107829.4055418,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,GRC,Greece,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,974313.961082486,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HUN,Hungary,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,2271863.19347363,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,IRL,Ireland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,6001911.93726284,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ITA,Italy,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,1614497.36941329,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LVA,Latvia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,387725.064512854,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LTU,Lithuania,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,99790.310344751,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LUX,Luxembourg,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,307157.637548112,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,NLD,Netherlands,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,6562470.58046404,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,POL,Poland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,2034342.20905692,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,PRT,Portugal,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,2696174.0241722,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVK,Slovak Republic,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,23194.4153013988,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVN,Slovenia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,35400.3292724548,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ESP,Spain,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,6867216.44921017,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SWE,Sweden,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,987536.773273147,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,BGR,Bulgaria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,136412.881288701,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HRV,Croatia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,154144.41787769,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CYP,Cyprus,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,21022.5471029418,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,MLT,Malta,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2021,,1361146.91859889,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,AUT,Austria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1441415.77796849,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CZE,Czechia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,295871.059582829,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DNK,Denmark,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,772827.034078158,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,EST,Estonia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,134992.991335862,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FIN,Finland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1067307.48627207,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,FRA,France,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,9700459.95274367,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DEU,Germany,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,8765494.33801268,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,GRC,Greece,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,624597.400411141,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HUN,Hungary,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1938073.21283467,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,IRL,Ireland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,5776812.28309104,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ITA,Italy,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1902196.73528864,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LVA,Latvia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,84219.8277843173,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LTU,Lithuania,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,71137.7809229321,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,LUX,Luxembourg,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,179313.682787763,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,NLD,Netherlands,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,6333065.61262875,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,POL,Poland,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1186276.70178654,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,PRT,Portugal,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,1881560.63397095,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVK,Slovak Republic,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,16599.8271017117,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SVN,Slovenia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,15479.0189221051,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,ESP,Spain,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,4813030.58979946,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,SWE,Sweden,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,767675.453218827,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,BGR,Bulgaria,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,111348.874208555,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,HRV,Croatia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,106869.054779222,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CYP,Cyprus,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,15400.0054090736,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,MLT,Malta,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2020,,724457.088750531,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,CZE,Czechia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2024,,960737.080545397,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,DNK,Denmark,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2024,,1796638.67824978,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AIR_TRANSPORT@DF_AIR_TRANSPORT(1.1),Air transport emissions (experimental),I,EST,Estonia,A,Annual,EMISSIONS,Emissions,T,Tonnes,N,Neither seasonally adjusted nor calendar adjusted,CO2,Carbon dioxide,P,Passenger flights,RES_TOTAL,Air emissions accounts: air transport,EMISSIONS_SEEA,SEEA (residence principle),2024,,219937.557766251,,,,0,Units,A_B_D_E_F,(A+B+D+E+F),0,Zero
