DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2023-10,781808,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2023-11,580925,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2023-12,648739,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-01,608487,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-02,581925,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-03,690644,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-04,737474,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-05,856276,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-06,1160123,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-07,1466492,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-08,1508901,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-09,1177579,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-10,845340,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-11,640843,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Bulgaria,2024-12,687382,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-01,232222,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-02,204904,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-03,313984,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-04,468845,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-05,738059,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-06,840135,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-07,940066,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-08,972178,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-09,894754,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-10,790568,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-11,348935,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2013-12,266787,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-01,246258,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-02,229216,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-03,306090,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-04,534378,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-05,745245,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-06,873571,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-07,1008904,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-08,1063336,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-09,881034,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-10,772630,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-11,370760,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2014-12,297124,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-01,266901,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-02,245305,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-03,341318,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-04,566410,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-05,761100,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-06,848491,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-07,1042322,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-08,1092384,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-09,938495,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-10,762881,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-11,405956,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2015-12,319224,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-01,290900,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-02,283688,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-03,416466,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-04,602240,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-05,901195,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-06,1011528,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-07,1218730,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-08,1260117,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-09,1096334,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-10,1007761,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-11,485768,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2016-12,387090,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-01,364542,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-02,347714,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-03,466747,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-04,780519,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-05,1011924,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-06,1159991,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-07,1361752,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-08,1403953,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-09,1242078,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-10,1129451,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-11,547681,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2017-12,422561,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-01,387747,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-02,386143,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-03,559023,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-04,847806,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-05,1084157,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-06,1253226,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-07,1413909,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-08,1471489,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-09,1313899,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-10,1165086,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-11,580128,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2018-12,464488,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-01,421821,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-02,410208,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-03,564040,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-04,864105,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-05,1128899,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-06,1293838,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-07,1434271,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-08,1483105,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-09,1323131,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-10,1194798,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-11,626571,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2019-12,516623,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-01,459432,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-02,446049,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-03,230760,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-04,6462,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-05,9690,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-06,40640,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-07,197426,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-08,295724,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-09,244498,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-10,215395,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-11,63557,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2020-12,60944,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-01,43487,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-02,31885,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-03,45435,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-04,107054,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-05,248787,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-06,440247,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-07,721134,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-08,866191,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-09,822697,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-10,950975,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-11,483588,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2021-12,338224,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-01,223153,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-02,235098,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-03,393421,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-04,731703,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-05,883126,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-06,1006204,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-07,1183883,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-08,1254811,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-09,1105153,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-10,1097283,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-11,572910,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2022-12,514186,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-01,472582,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-02,453217,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-03,596554,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-04,963122,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-05,1092485,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-06,1236733,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-07,1474085,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-08,1515527,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-09,1311331,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-10,1244085,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-11,665822,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2023-12,590695,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-01,515273,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-02,494240,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-03,666851,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-04,956258,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-05,1134425,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-06,1298453,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-07,1495756,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-08,1597092,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-09,1405449,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-10,1333632,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-11,713615,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Cyprus,2024-12,653924,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-01,620302,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-02,582934,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-03,811521,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-04,917915,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-05,1030865,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-06,1243394,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-07,1415407,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-08,1434105,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-09,1299130,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-10,1016833,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-11,761934,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2013-12,757472,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-01,648635,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-02,606615,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-03,810876,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-04,948014,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-05,1037450,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-06,1265173,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-07,1392495,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-08,1429282,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-09,1317820,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-10,1041200,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-11,799675,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2014-12,782638,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-01,649303,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-02,638120,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-03,821510,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-04,956678,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-05,1092539,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-06,1328075,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Czechia,2015-07,1494935,,
