DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2016-09,13485628,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2016-10,11963985,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2016-11,9049063,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2016-12,9289107,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-01,8758824,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-02,8302416,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-03,10061923,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-04,12062418,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-05,12846063,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-06,13950073,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-07,15881795,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-08,15863435,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-09,14585368,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-10,12786658,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-11,9554246,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2017-12,9653106,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-01,9328078,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-02,8808693,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-03,10747800,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-04,12802169,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-05,13655593,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-06,14858337,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-07,16502851,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-08,16639053,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-09,15406592,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-10,13693853,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-11,10434690,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2018-12,10474735,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-01,9800069,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-02,9461722,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-03,11510279,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-04,13486285,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-05,14328615,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-06,15744510,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-07,17135700,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-08,17376843,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-09,15894736,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-10,14203791,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-11,10786447,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2019-12,10938942,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-01,10222774,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-02,9089375,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-03,1698954,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-04,83148,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-05,142217,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-06,718609,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-07,3712930,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-08,5492806,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-09,4101744,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-10,2954791,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-11,950232,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2020-12,1237775,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-01,1098354,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-02,948714,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-03,1089750,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-04,1385278,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-05,2083190,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-06,4581046,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-07,8198947,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-08,9818827,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-09,8713229,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-10,8319385,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-11,6937764,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2021-12,6534659,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-01,4526781,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-02,5490629,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-03,7706307,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-04,10888430,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-05,12328635,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-06,13896893,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-07,15284204,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-08,15580519,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-09,14609950,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-10,13130597,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-11,9321330,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2022-12,9661444,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-01,9337153,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-02,8958939,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-03,10890739,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-04,13603988,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-05,14699549,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-06,16000987,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-07,17601301,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-08,17821783,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-09,16565606,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-10,15349900,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-11,10828053,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2023-12,11202380,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-01,10373626,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-02,10397901,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-03,12515189,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-04,15432214,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-05,16826865,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-06,17881230,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-07,19512597,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-08,19822692,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-09,18375336,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-10,16914182,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-11,12003991,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Italy,2024-12,12314789,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-01,208858,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-02,188677,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-03,226890,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-04,272823,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-05,316506,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-06,349189,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-07,374024,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-08,370828,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-09,345048,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-10,343298,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-11,252704,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2013-12,233513,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-01,220606,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-02,201503,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-03,240029,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-04,314497,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-05,374149,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-06,390726,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-07,398776,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-08,398920,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-09,364973,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-10,358264,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-11,274198,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2014-12,261469,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-01,256974,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-02,240974,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-03,284033,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-04,338835,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-05,398327,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-06,409294,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-07,419566,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-08,434365,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-09,415294,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-10,415821,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-11,313121,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2015-12,300785,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-01,299590,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-02,283891,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-03,330386,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-04,379443,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-05,449543,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-06,468278,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-07,472843,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-08,481508,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-09,459864,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-10,445710,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-11,356896,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2016-12,359609,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-01,356201,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-02,325292,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-03,382151,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-04,450281,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-05,509867,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-06,527185,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-07,408258,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-08,415275,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-09,519202,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-10,529370,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-11,414549,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2017-12,408470,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-01,406445,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-02,377197,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-03,451581,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-04,515724,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-05,587296,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-06,610410,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-07,614984,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-08,618731,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-09,584801,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-10,580990,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-11,459316,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2018-12,446703,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-01,443403,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-02,411765,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-03,466939,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-04,540420,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-05,620978,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-06,604824,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-07,595440,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-08,621917,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-09,603338,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-10,622758,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-11,496501,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2019-12,476402,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-01,455142,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-02,446654,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-03,202850,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-04,1639,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-05,4179,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-06,42185,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-07,167375,,
ESTAT:AVIA_PAOC(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers carried,Total transport,Total,Lithuania,2020-08,212396,,
